movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
scarlett_o'hara_infinite_captain_america_epic,Scarlett O'Hara Infinite Captain America Epic,,,,,,90.0,Documentary,Spanish,Joseph Edmons,,,
quench_supreme_mystery,Quench Supreme Mystery,29.0,,,1998-11-13,2001-08-07,101.0,Horror,English,Dan Guerrant,$40.0M,"Columbia Pictures, Sony Pictures Entertainment","SDDS, Dolby Digital, Surround"
james_bond_sorcerer_bruce_wayne_katniss_everdeen,James Bond Sorcerer Bruce Wayne Katniss Everdeen,59.0,,,1979-01-19,2004-10-05,102.0,"Adventure, Fantasy, Action",English,Carol Geyer,,,
celestial_dream,Celestial Dream,67.0,,,1996-04-11,2008-05-01,78.0,Romance,English,Hector Rogers,$465.4K,Orion Pictures,Dolby
holly_golightly_ellen_ripley_tony_montana_vito_corleone,Holly Golightly Ellen Ripley Tony Montana Vito Corleone,,,,,2017-01-03,91.0,Comedy,English,Cecil Orizabal,,,
illusion_courageous_don_vito_corleone_indiana_jones,Illusion Courageous Don Vito Corleone Indiana Jones,27.0,,,,2016-12-05,104.0,"Comedy, Drama",English,Christopher Smith,,,
mr._miyagi_tony_montana,Mr. Miyagi Tony Montana,,,,2023-04-07,2023-04-14,100.0,"Romance, Comedy, Drama",English,Dominic Gamboa,,The Avenue,
darth_vader_holly_golightly_incredible_superman,Darth Vader Holly Golightly Incredible Superman,,,,,,82.0,Comedy,Portuguese (Brazil),Daniel Webster,,,
wonder_oracle_gollum,Wonder Oracle Gollum,,,,,2017-09-06,78.0,Adventure,Chinese,Patricia Mercado,,,
holly_golightly_mystery_cosmic,Holly Golightly Mystery Cosmic,33.0,,,,2008-10-20,100.0,Drama,English,Betty Rehberg,,,
hiccup_magician_travis_bickle,Hiccup Magician Travis Bickle,47.0,,,,2014-07-18,100.0,Drama,English,David Rother,,,
emerald_voyage,Emerald Voyage,50.0,,,,,88.0,Romance,English,Christine Quigley,,,
the_joker_valiant_tyler_durden_james_bond,The Joker Valiant Tyler Durden James Bond,,,,,,97.0,War,English,Andrea Capps,,,
rick_blaine_riddle,Rick Blaine Riddle,,,,,,86.0,Comedy,English,Gaynell Hilton,,,
tony_stark_crimson_james_bond,Tony Stark Crimson James Bond,,,,,,103.0,Drama,Spanish,Bob Clark,,,
ellen_ripley_kingdom_donnie_darko,Ellen Ripley Kingdom Donnie Darko,22.0,,,,2012-09-14,89.0,"Horror, Mystery & thriller",English,Alan Hancock,,,Dolby Digital
neo_vito_corleone_holly_golightly,Neo Vito Corleone Holly Golightly,60.0,,,,2002-01-22,97.0,Drama,English,Garrett Hunter,,,
dream_legend_tony_stark_indiana_jones,Dream Legend Tony Stark Indiana Jones,88.0,,,2012-06-29,,,Drama,,Antonio Edward,,Promenade Films,
indiana_jones_enigma_galaxy_dorothy_gale,Indiana Jones Enigma Galaxy Dorothy Gale,29.0,,,1975-03-26,2006-11-07,90.0,Action,English,Rafael Perfater,,American International Pictures,Mono
hidden_dorothy_gale_glorious_edward_scissorhands,Hidden Dorothy Gale Glorious Edward Scissorhands,,,,,,,,,William Kumar,,,
evoke_forrest_gump_incredible,Evoke Forrest Gump Incredible,75.0,,,1994-04-29,2003-09-02,79.0,Comedy,English,Lillie Singleton,$4.3M,20th Century Fox,"Stereo, Dolby SR, Surround"
dracula_luke_skywalker_harry_potter_sherlock_holmes,Dracula Luke Skywalker Harry Potter Sherlock Holmes,,,,,,60.0,Documentary,Portuguese (Brazil),Debbie Santos,,,
whispering_marty_mcfly_scarlett_o'hara_crystal,Whispering Marty McFly Scarlett O'Hara Crystal,,,,,,97.0,Drama,English,Wesley Halvorson,,,
dorothy_gale_holly_golightly_tyler_durden,Dorothy Gale Holly Golightly Tyler Durden,33.0,,,,,120.0,Comedy,Polish,Deborah Winger,,,
wolverine_voyage_majestic_scarlett_o'hara,Wolverine Voyage Majestic Scarlett O'Hara,39.0,,,,1988-08-17,92.0,Horror,English,Javier Vaughn,$8.9M,,
myriad_neo_rick_blaine_fantasy,Myriad Neo Rick Blaine Fantasy,,,,,,106.0,Drama,English (United Kingdom),Harold Kenyon,,,
secret_gandalf,Secret Gandalf,,,,,,90.0,Comedy,Spanish,Susan Freeman,,,
indiana_jones_enchanted_whirlwind_heroic,Indiana Jones Enchanted Whirlwind Heroic,20.0,,,,2011-03-01,90.0,Horror,English,Gail Gardner,,,
vivid_luke_skywalker_t-800,Vivid Luke Skywalker T-800,,,,,,55.0,Documentary,English,David Sloan,,,
luke_skywalker_mystery,Luke Skywalker Mystery,44.0,,,2023-01-13,,99.0,Horror,English,Steve Furst,$2.0M,IFC Midnight,
katniss_everdeen_rick_blaine_island,Katniss Everdeen Rick Blaine Island,11.0,,,1938-06-01,2008-09-16,95.0,"Musical, Comedy",English,Sara Pettis,,,
dracula_cosmic_sorcerer,Dracula Cosmic Sorcerer,91.0,,,,,105.0,Drama,Portuguese,Duane Hill,,,
dream_the_terminator,Dream The Terminator,22.0,,,,,119.0,"Comedy, Drama",Italian,Sandra Moses,,,
hulk_fortune_luke_skywalker_wanderer,Hulk Fortune Luke Skywalker Wanderer,,,,,,19.0,Drama,English,Nickole Toppa,,,
captain_america_hannibal_lecter_tony_montana_enigma,Captain America Hannibal Lecter Tony Montana Enigma,,,,,2017-03-11,80.0,"Documentary, Biography",German,Nancy Rosa,,,
epic_captain_jack_sparrow_rick_blaine_rick_blaine,Epic Captain Jack Sparrow Rick Blaine Rick Blaine,100.0,,,,2020-10-11,90.0,"Crime, Drama",Spanish,Joseph Brooks,,,
captain_america_whispering_sherlock_holmes,Captain America Whispering Sherlock Holmes,,,,,,89.0,Drama,French (Canada),Henry Conner,,,Surround
mythical_lara_croft_james_bond,Mythical Lara Croft James Bond,,,,,,15.0,"Drama, Mystery & thriller",Filipino,Edwin Snyder,,,
magic_sherlock_holmes_emerald_crown,Magic Sherlock Holmes Emerald Crown,75.0,,,2022-06-17,,117.0,Drama,Persian,William Augustus,$4.0K,Big World Pictures,Dolby Digital
ellen_ripley_legend_wolverine,Ellen Ripley Legend Wolverine,25.0,,,,2016-10-14,98.0,"Drama, Sci-fi",Spanish,Ernest Roth,,,
michael_corleone_rocky_balboa_edward_scissorhands,Michael Corleone Rocky Balboa Edward Scissorhands,33.0,,,,2020-07-10,82.0,"Action, Mystery & thriller",English,Dominic Bourne,,,
tony_stark_enigma_forrest_gump_sherlock_holmes,Tony Stark Enigma Forrest Gump Sherlock Holmes,,,,,,,,,Augusta Daniel,,,
oracle_hiccup,Oracle Hiccup,,,,,,95.0,Drama,French (Canada),Wayne Bozek,,,
edward_scissorhands_james_t._kirk_han_solo_vito_corleone,Edward Scissorhands James T. Kirk Han Solo Vito Corleone,,,,1954-03-01,,94.0,Adventure,English,Hal Garland,,United Artists,
james_bond_vito_corleone_wolverine,James Bond Vito Corleone Wolverine,,,,,,95.0,"Comedy, Horror",English,Margaret Regan,,,
aurora_trinity_the_enthralling,Aurora Trinity The Enthralling,0.0,,,,,99.0,Drama,English,Beverly Adams,,,
magician_wolverine_glorious,Magician Wolverine Glorious,,,,2019-01-01,2019-02-09,,Documentary,English,Catalina Sharpe,,,
the_bruce_wayne_travis_bickle_edward_scissorhands,The Bruce Wayne Travis Bickle Edward Scissorhands,,,,,,115.0,Drama,Arabic,Sherri Fox,,,
dazzling_james_t._kirk_james_bond_valiant,Dazzling James T. Kirk James Bond Valiant,,,,,,,,,Augusta Daniel,,,
superman_princess_leia_indiana_jones_darth_vader,Superman Princess Leia Indiana Jones Darth Vader,95.0,,,,,110.0,Documentary,English,Hattie Lee,,,
lara_croft_whimsical_james_bond,Lara Croft Whimsical James Bond,,,,2019-09-06,2019-09-06,85.0,"Horror, Mystery & thriller",English,Helen Hines,,Vertical Entertainment,
glimmer_jack_torrance_oracle,Glimmer Jack Torrance Oracle,75.0,,,,2020-10-01,100.0,"Crime, Drama",English,Joseph Spellman,,,
james_t._kirk_cosmic_katniss_everdeen_ellen_ripley,James T. Kirk Cosmic Katniss Everdeen Ellen Ripley,,,,,,90.0,Drama,French (Canada),John Giese,,,
cosmic_dorothy_gale_incredible,Cosmic Dorothy Gale Incredible,28.0,,,,2021-04-02,97.0,"Romance, Comedy",Dutch,Michael Griner,,,
pirate_luke_skywalker_captain_america,Pirate Luke Skywalker Captain America,,,,,,,Drama,,Jesus Routh,,,
destiny_dorothy_gale_kingdom_elegant,Destiny Dorothy Gale Kingdom Elegant,,,,,,,,,Homer Jackson,,,
dorothy_gale_hulk_hermione_granger_bruce_wayne,Dorothy Gale Hulk Hermione Granger Bruce Wayne,72.0,,,2003-05-23,2005-06-21,107.0,Documentary,English,Russell Colosimo,$77.9K,Rézo Films,
hiccup_starlight,Hiccup Starlight,62.0,PG,"['Language', 'Some Mild Rude Humor']",,2006-06-06,95.0,"Kids & family, Comedy",English,Tina Roberts,,,
harry_potter_gandalf_astonish,Harry Potter Gandalf Astonish,,,,,2021-07-22,65.0,Documentary,English,Linda Lange,,,
riddle_hannibal_lecter_rocky_balboa_darth_vader,Riddle Hannibal Lecter Rocky Balboa Darth Vader,24.0,PG-13,"['Language', 'Disturbing Images', 'Mature Thematic Material', 'Sexuality']",,2015-05-05,129.0,Drama,English,Stephanie Lomanto,,,
zephyr_hermione_granger,Zephyr Hermione Granger,83.0,,,2022-02-18,2022-03-01,116.0,"Sci-fi, Mystery & thriller",Lao,Kathy Ehrhart,,Yellow Veil Pictures,
marvelous_scarlett_o'hara_wolverine,Marvelous Scarlett O'Hara Wolverine,0.0,,,,2016-07-29,88.0,"Crime, Drama",English,Roger Lea,,,Stereo
wolverine_iron_man_the_bride,Wolverine Iron Man The Bride,,,,,,,,,Augusta Daniel,,,
ferris_bueller_gollum_marty_mcfly,Ferris Bueller Gollum Marty McFly,,,,,2021-03-09,63.0,"Documentary, Music",English,Elizabeth Clark,,,
glorious_captain_jack_sparrow,Glorious Captain Jack Sparrow,14.0,,,,2015-12-22,90.0,Horror,English,Edie Davis,,,
hidden_tyler_durden_edward_scissorhands_marvelous,Hidden Tyler Durden Edward Scissorhands Marvelous,83.0,,,2022-04-08,2023-03-29,109.0,"Documentary, Music",English,Neil Moultrie,,Lightyear Entertainment,
v_crown_hiccup,V Crown Hiccup,56.0,,,,,97.0,"Drama, Comedy",French (France),Eric Natonabah,,,
travis_bickle_james_t._kirk_valley,Travis Bickle James T. Kirk Valley,,,,,2019-01-09,90.0,Documentary,Chinese,Dolores Mrotek,,,
dracula_princess_leia_quench_emerald,Dracula Princess Leia Quench Emerald,,,,,,,,,Judith Sutherland,,,
hermione_granger_adventure_rick_blaine_t-800,Hermione Granger Adventure Rick Blaine T-800,,,,,2016-05-15,80.0,"Action, Mystery & thriller",English,Ryan Copeland,,,
travis_bickle_rocky_balboa_forrest_gump_ferris_bueller,Travis Bickle Rocky Balboa Forrest Gump Ferris Bueller,93.0,R,"['Language', 'Drug Content', 'Strong Sexuality', 'Violence']",1999-10-01,2002-01-02,122.0,"Comedy, Drama",English,Warren Harper,$130.1M,DreamWorks SKG,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital"
darth_vader_darth_vader_witch_courageous,Darth Vader Darth Vader Witch Courageous,61.0,,,,2008-03-25,155.0,"Adventure, Drama",French (France),Judith Pitts,,,
fortune_forrest_gump_celestial_hermione_granger,Fortune Forrest Gump Celestial Hermione Granger,27.0,,,,2019-12-17,134.0,Drama,Italian,Joan Yates,,,
phenomenal_lara_croft,Phenomenal Lara Croft,,,,,2002-08-27,95.0,Documentary,English,Nelly Lujan,,,
dorothy_gale_scarlett_o'hara_vito_corleone,Dorothy Gale Scarlett O'Hara Vito Corleone,64.0,,,2006-12-29,2007-02-13,103.0,"Comedy, Horror, Musical",English,Sandra Zarate,$23.0K,,
captain_jack_sparrow_island_enchanted_forrest_gump,Captain Jack Sparrow Island Enchanted Forrest Gump,,,,,,105.0,Drama,Spanish,Lorraine Arroyo,,,
quench_voyage_legendary_dorothy_gale,Quench Voyage Legendary Dorothy Gale,,,,,,165.0,Drama,Tamil,Juanita Reddy,,,
ethereal_han_solo_astonish_james_t._kirk,Ethereal Han Solo Astonish James T. Kirk,66.0,,,1974-07-17,2001-01-02,105.0,Action,English,Denise Isaac,,,
ellen_ripley_dorothy_gale_witch,Ellen Ripley Dorothy Gale Witch,,,,,,96.0,"Romance, Drama",French (France),Caroline Peppard,,,
heroic_captain_jack_sparrow_dragon_james_bond,Heroic Captain Jack Sparrow Dragon James Bond,,,,,2016-12-09,119.0,"Biography, History, Drama",Marathi,Moses Nicely,,,
gandalf_the_grey_princess_leia_velvet,Gandalf the Grey Princess Leia Velvet,,,,,,85.0,"Documentary, Sci-fi",English,Stacy Seymour,,,
gandalf_the_grey_oracle,Gandalf the Grey Oracle,,,,,2017-05-22,75.0,Documentary,English,Leona Dunn,,,
harmony_bruce_wayne_mystique,Harmony Bruce Wayne Mystique,51.0,PG-13,['Some Suggestive Material'],2021-01-08,2021-01-08,103.0,"Romance, Comedy",English,Lou Mead,,Samuel Goldwyn Films,
dorothy_gale_donnie_darko_t-800_jack_sparrow,Dorothy Gale Donnie Darko T-800 Jack Sparrow,73.0,,,,,,,,Vicky Reiley,,,
forrest_gump_eon_destiny,Forrest Gump Eon Destiny,77.0,R,['Some Language'],2015-04-10,2015-08-25,90.0,Documentary,English,George Groh,$1.0M,The Orchard,
don_vito_corleone_chronicles_miracle_captain_america,Don Vito Corleone Chronicles Miracle Captain America,,,,1937-01-13,2018-04-06,70.0,Drama,English (United Kingdom),Cathy Liddell,,,Mono
fantastic_ellen_ripley_enigma_don_vito_corleone,Fantastic Ellen Ripley Enigma Don Vito Corleone,,,,,,,,,Horace Park,,,
holly_golightly_katniss_everdeen_hermione_granger_hulk,Holly Golightly Katniss Everdeen Hermione Granger Hulk,74.0,,,,2011-07-26,90.0,Documentary,English,Chad Picking,,,
han_solo_mystery_james_bond,Han Solo Mystery James Bond,0.0,,,,,80.0,Mystery & thriller,English,Joseph Brooks,,,
riddle_galaxy_superman_the_terminator,Riddle Galaxy Superman The Terminator,,,,,,85.0,"Comedy, Drama",Japanese,Debra Ramos,,,
michael_corleone_james_t._kirk_hannibal_lecter,Michael Corleone James T. Kirk Hannibal Lecter,,,,,,96.0,Documentary,English,Douglas Ernst,,,
tony_stark_edward_scissorhands_dragon,Tony Stark Edward Scissorhands Dragon,91.0,,,1943-04-24,2017-02-04,97.0,Drama,Danish,Muriel Nixon,,"Hen's Tooth Video Inc. [us], Imperial Entertainment, Sinister Cinema, Criterion Film Corp.",
phantom_james_bond_brave_journey,Phantom James Bond Brave Journey,,,,,2018-10-06,91.0,Drama,Spanish,Alla Andrews,,,
cosmic_myriad_forrest_gump_james_t._kirk,Cosmic Myriad Forrest Gump James T. Kirk,100.0,,,,2020-10-28,85.0,"Documentary, Comedy, Musical",English,Annie Welsh,,,
valley_secret_radiant_labyrinth,Valley Secret Radiant Labyrinth,,,,,,167.0,Drama,,Charles Zellmer,,,
james_t._kirk_forrest_gump,James T. Kirk Forrest Gump,,,,1941-06-13,2007-05-14,75.0,Comedy,English,Carmela Neff,,United Artists,
glorious_john_mcclane_hannibal_lecter,Glorious John McClane Hannibal Lecter,48.0,,,1959-03-19,2006-03-07,104.0,"Kids & family, Comedy",English,Daniel Garner,,Buena Vista Distribution Co. Inc.,
eon_majestic,Eon Majestic,,,,,,90.0,Adventure,English,Steve Shams,,,
heroic_hannibal_lecter_glorious,Heroic Hannibal Lecter Glorious,,,,,,82.0,Horror,English,Wayne Decker,,,
v_tony_montana_forrest_gump_infinite,V Tony Montana Forrest Gump Infinite,,,,,2019-03-05,115.0,Drama,English,Shirley Petersen,,,
travis_bickle_evoke_gandalf,Travis Bickle Evoke Gandalf,,,,,2005-11-29,59.0,Western,English,David Thibeault,,,
mystique_galaxy_ellen_ripley_jack_sparrow,Mystique Galaxy Ellen Ripley Jack Sparrow,32.0,,,,2020-08-28,88.0,"Horror, Mystery & thriller",Chinese,Wendi Neidig,,,
escape_courageous,Escape Courageous,62.0,TVPG,['V'],,,97.0,Drama,English,Clifton Babbitt,,,
ellis_redding_chronicles_norman_bates_the,Ellis Redding Chronicles Norman Bates The,,,,,,99.0,Drama,Tagalog,Scott Davis,,,
sorcerer_galaxy,Sorcerer Galaxy,50.0,,,,2016-03-04,86.0,Documentary,English,Stephen Powell,,,
celestial_black_widow_james_bond_mr._miyagi,Celestial Black Widow James Bond Mr. Miyagi,34.0,,,,2021-07-14,95.0,"Horror, Mystery & thriller",Italian,Eric Hall,,,Dolby Digital
labyrinth_crown_black_widow,Labyrinth Crown Black Widow,42.0,TVPG,"['D', 'S', 'L']",,,96.0,Drama,English,Penny Menden,,,
hermione_granger_island_superman,Hermione Granger Island Superman,,,,,,110.0,Drama,Tagalog,Joseph Brooks,,,
mythical_brave_aurora,Mythical Brave Aurora,12.0,,,,2019-06-07,90.0,"Horror, Fantasy",English,Irma Hall,,,
ferris_bueller_frodo_baggins_jack_sparrow,Ferris Bueller Frodo Baggins Jack Sparrow,,,,,2019-04-11,103.0,"Adventure, Comedy",Hindi,Ranae Hovey,,,
epic_morpheus_lara_croft,Epic Morpheus Lara Croft,,,,,,83.0,"Drama, War",English,Marian Hall,,,
princess_leia_secret_katniss_everdeen,Princess Leia Secret Katniss Everdeen,,,,,,105.0,Biography,English,Vera Whitt,,,
wondrous_katniss_everdeen_glorious,Wondrous Katniss Everdeen Glorious,,,,,2017-03-13,85.0,"Drama, Romance",English,Laura Yazzie,,,
vivid_stardust_superman,Vivid Stardust Superman,75.0,,,,,,,,Evelyn Gray,,,
fantastic_epic_norman_bates_mystery,Fantastic Epic Norman Bates Mystery,60.0,,,1975-07-01,2006-02-05,100.0,"Western, Comedy",English,David Hall,,,
indiana_jones_eclipse_hidden_mr._miyagi,Indiana Jones Eclipse Hidden Mr. Miyagi,,,,,,76.0,Documentary,French (Canada),Theresa Merritt,,,
jack_sparrow_norman_bates,Jack Sparrow Norman Bates,,,,,2019-01-03,25.0,Drama,English,Dominic Hachting,,,
enigma_wondrous_galaxy_jon_snow,Enigma Wondrous Galaxy Jon Snow,40.0,,,,2015-06-19,94.0,Drama,French (Canada),Nicole Newberg,,,
bruce_wayne_marty_mcfly_travis_bickle,Bruce Wayne Marty McFly Travis Bickle,,,,,2015-12-29,90.0,Horror,English,Clara Case,,,
tyler_durden_labyrinth,Tyler Durden Labyrinth,,,,,,83.0,Drama,Danish,Lloyd Mciver,,,
gandalf_indiana_jones_courageous_gandalf,Gandalf Indiana Jones Courageous Gandalf,,,,,,93.0,Documentary,Russian,Garry Lee,,,
gandalf_john_wick,Gandalf John Wick,62.0,,,,2004-06-01,85.0,"Crime, Drama",English,Garret Scroggs,,,
james_bond_jon_snow,James Bond Jon Snow,100.0,,,,2017-04-13,90.0,Documentary,Spanish,Michael Mccurley,,,
voyage_eon_whimsical,Voyage Eon Whimsical,,,,,,99.0,"Mystery & thriller, Drama",English,Joseph Brooks,,,
rocky_balboa_don_vito_corleone_travis_bickle,Rocky Balboa Don Vito Corleone Travis Bickle,,,,,,,,,Melvin Garton,,,
gandalf_jack_torrance_emerald,Gandalf Jack Torrance Emerald,87.0,,,1999-05-20,,103.0,Drama,Serbian,Bertha Kushner,,Leisure Time Features,Surround
sherlock_holmes_eclipse_voyage,Sherlock Holmes Eclipse Voyage,,,,,,,Drama,Filipino,Christopher Castano,,,
dazzling_indiana_jones_vito_corleone_enchant,Dazzling Indiana Jones Vito Corleone Enchant,,,,,,,,,Bridgette Dortch,,,
ellis_redding_valley_enchanted_luke_skywalker,Ellis Redding Valley Enchanted Luke Skywalker,,,,,,,,,Augusta Daniel,,,
james_t._kirk_incredible_luke_skywalker,James T. Kirk Incredible Luke Skywalker,,,,,2017-06-05,50.0,"Drama, Mystery & thriller",English,Dirk Marcum,,,
jack_torrance_travis_bickle,Jack Torrance Travis Bickle,45.0,,,,2018-12-15,90.0,Comedy,English,Margaret Hulstine,,,
tyler_durden_sherlock_holmes,Tyler Durden Sherlock Holmes,,,,,,,,,Augusta Daniel,,,
the_bride_james_t._kirk_eclipse_crimson,The Bride James T. Kirk Eclipse Crimson,,,,,2019-11-22,71.0,Documentary,English,David Hoskins,,,
mystique_dream_adventure_epic,Mystique Dream Adventure Epic,,,,,,,Documentary,English,Joseph Brooks,,,
courageous_ellen_ripley_t-800,Courageous Ellen Ripley T-800,,,,,,81.0,Drama,English,Christopher Morales,,,
ferris_bueller_jon_snow,Ferris Bueller Jon Snow,,,,,,96.0,"Crime, Drama",Norwegian,Cory Vesey,,,
rick_blaine_beneath_whisper,Rick Blaine Beneath Whisper,57.0,,,,2020-12-01,90.0,Mystery & thriller,English,Billy Slusher,,,Dolby Digital
tony_montana_james_bond_wanderer_heroic,Tony Montana James Bond Wanderer Heroic,,,,,,90.0,Drama,English,Joseph Brooks,,,
don_vito_corleone_forrest_gump,Don Vito Corleone Forrest Gump,,,,2011-07-27,2017-09-14,105.0,Drama,English,Sandra Spicer,,,
enigma_gandalf_aurora_edward_scissorhands,Enigma Gandalf Aurora Edward Scissorhands,59.0,,,,2017-03-28,135.0,Drama,Polish,Eric Forde,,,
the_joker_spectacular_tony_montana,The Joker Spectacular Tony Montana,,,,,,89.0,Comedy,English,Jennifer Mukai,,,
willy_wonka_harry_potter_ellen_ripley_frodo_baggins,Willy Wonka Harry Potter Ellen Ripley Frodo Baggins,29.0,,,1939-10-07,2003-10-07,95.0,"Romance, Comedy",English,Gloria Trentman,,,
valiant_crown_dream_harry_potter,Valiant Crown Dream Harry Potter,37.0,,,,,93.0,Horror,French (Canada),Timothy Arvizu,,,
neo_indiana_jones_enchanted,Neo Indiana Jones Enchanted,,,,,2021-12-07,90.0,"Holiday, Romance",English,Sara Otoole,,,
james_bond_tyler_durden_escape_chronicles,James Bond Tyler Durden Escape Chronicles,63.0,,,,,,,,Augusta Daniel,,,
the_enchanted_escape_rocky_balboa,The Enchanted Escape Rocky Balboa,92.0,,,,,90.0,"Documentary, Music",Hungarian,Yvonne Henderson,,,
indiana_jones_cosmic_don_vito_corleone_luke_skywalker,Indiana Jones Cosmic Don Vito Corleone Luke Skywalker,53.0,,,,2005-04-12,96.0,"Mystery & thriller, Comedy",English,William Backus,,,
norman_bates_evoke_ellen_ripley_the,Norman Bates Evoke Ellen Ripley The,27.0,,,,2014-10-16,75.0,Romance,English,Sandra Siegel,,,
dragon_ellen_ripley_whirlwind_journey,Dragon Ellen Ripley Whirlwind Journey,,,,,2021-03-19,115.0,Drama,English,Michael Hippen,,,
holly_golightly_kingdom_james_t._kirk_tony_stark,Holly Golightly Kingdom James T. Kirk Tony Stark,,,,,,27.0,Adventure,English,Constance Watson,,,
magician_john_wick_eclipse_darth_vader,Magician John Wick Eclipse Darth Vader,,,,,,83.0,Documentary,English,Betty Swinney,,,
luke_skywalker_hiccup_princess_leia_epic,Luke Skywalker Hiccup Princess Leia Epic,,,,,,72.0,Documentary,English,Kenneth Wilks,,,
black_widow_intrigue_dorothy_gale,Black Widow Intrigue Dorothy Gale,25.0,,,,2016-12-26,106.0,"Sci-fi, Mystery & thriller",English,Ralph Clarke,,,
don_vito_corleone_magic,Don Vito Corleone Magic,,,,,,93.0,Adventure,Spanish,Waylon Piazza,,,
wolverine_hermione_granger_starlight,Wolverine Hermione Granger Starlight,57.0,,,,2016-02-19,93.0,Adventure,English,Donald Rhodes,,,
ellen_ripley_quest_fantastic,Ellen Ripley Quest Fantastic,75.0,TV14,['L'],,2012-01-17,105.0,Drama,English,Joseph Brooks,,,
the_bride_morpheus_bruce_wayne_witch,The Bride Morpheus Bruce Wayne Witch,33.0,R,"['Some Sexuality', 'Bloody Violence Throughout']",2014-11-14,2015-01-20,90.0,Horror,English,Gayle Taylor,,Ketchup Entertainment,
vito_corleone_jack_sparrow_beneath_gandalf,Vito Corleone Jack Sparrow Beneath Gandalf,,,,,,71.0,"Sci-fi, Animation",English (United Kingdom),Jamal Sandoval,,,
tony_montana_galaxy_donnie_darko,Tony Montana Galaxy Donnie Darko,,,,,2018-08-25,113.0,"Romance, Comedy, Sci-fi",English,James Diaz,,,
mr._miyagi_heroic_wonder_anakin_skywalker,Mr. Miyagi Heroic Wonder Anakin Skywalker,,,,,2017-02-16,83.0,Documentary,English,Donald Jefferson,,,
james_t._kirk_michael_corleone_dragon,James T. Kirk Michael Corleone Dragon,,,,,,85.0,"Drama, Horror, Mystery & thriller",English,Terence Brown,,,
voyage_quest_elegant,Voyage Quest Elegant,,,,,,90.0,Comedy,Spanish,Leroy Waldrop,,,
forrest_gump_captain_jack_sparrow_eon,Forrest Gump Captain Jack Sparrow Eon,,,,,,120.0,Comedy,Japanese,Evelyn Stanfield,,,
john_mcclane_marty_mcfly_darth_vader_tony_stark,John McClane Marty McFly Darth Vader Tony Stark,,,,,,89.0,"Drama, Mystery & thriller",English,Helen Ware,,,
james_bond_hulk_tony_stark_v,James Bond Hulk Tony Stark V,5.0,,,,2010-01-12,87.0,"Action, Adventure, Comedy",English,Lanell Newton,,,
ellis_redding_dragon_the,Ellis Redding Dragon The,,,,,,55.0,Documentary,English,James England,,,
mystery_velvet_mystic,Mystery Velvet Mystic,92.0,,,,2016-09-01,90.0,Documentary,English,Todd Wood,,,
whisper_courageous_sherlock_holmes,Whisper Courageous Sherlock Holmes,,,,,,,,,Joseph Brooks,,,
elegant_vivid_stardust,Elegant Vivid Stardust,40.0,,,,2018-02-25,84.0,Documentary,,Nakia Delatorre,,,
secret_enigma_forrest_gump,Secret Enigma Forrest Gump,33.0,R,"['Nudity', 'Language', 'Some Drug Use', 'Strong Sexual Content']",2014-07-18,2014-10-21,94.0,Comedy,English,Barbara Mabry,$38.5M,Sony Pictures Entertainment,"Datasat, SDDS, Dolby Digital"
legendary_don_vito_corleone_lost,Legendary Don Vito Corleone Lost,20.0,TVPG,"['S', 'L', 'D']",,2017-11-20,96.0,Drama,English,Ken Reilly,,,
destiny_marty_mcfly_anakin_skywalker_stardust,Destiny Marty McFly Anakin Skywalker Stardust,30.0,R,"['Strong Sexual Content/Nudity', 'Language']",2017-10-27,2018-01-16,110.0,Drama,English,Joshua Kohm,$5.8K,Open Road,
myriad_beneath_hidden_valiant,Myriad Beneath Hidden Valiant,,,,,,126.0,Comedy,Marathi,Edward Baker,,,
stardust_sherlock_holmes_han_solo_dorothy_gale,Stardust Sherlock Holmes Han Solo Dorothy Gale,,,,,2016-09-17,90.0,Documentary,Swahili,Christopher Chauvin,,,
golden_superman,Golden Superman,,,,,,92.0,"Romance, Comedy",English,Philip Rice,$20.6K,,
majestic_treasure_han_solo_katniss_everdeen,Majestic Treasure Han Solo Katniss Everdeen,68.0,,,,,115.0,"Comedy, Drama, Musical",Chinese,Stephen Raymond,,,
marty_mcfly_princess_leia_surreal,Marty McFly Princess Leia Surreal,,,,,,20.0,Drama,Spanish,Bonnie Fry,,,
princess_leia_black_widow_epic,Princess Leia Black Widow Epic,,,,,,100.0,Documentary,French (France),Chelsey Duran,,,
princess_leia_surreal,Princess Leia Surreal,,,,,,75.0,"Action, Mystery & thriller",Unknown language,Gertrude Gray,,,
donnie_darko_jon_snow_marty_mcfly_travis_bickle,Donnie Darko Jon Snow Marty McFly Travis Bickle,,,,,,71.0,Drama,English,Monica Orr,,,
han_solo_hermione_granger_wolverine_legendary,Han Solo Hermione Granger Wolverine Legendary,,,,,2017-11-05,95.0,"Documentary, Biography, Music",English,Susan Elliott,,,
captain_jack_sparrow_scarlett_o'hara_sherlock_holmes_james_bond,Captain Jack Sparrow Scarlett O'Hara Sherlock Holmes James Bond,85.0,,,1983-07-29,2003-08-19,98.0,"Comedy, Adventure",English,Theresa Mueller,,Warner Bros.,Mono
